GM1,GM2,GM3,GM4,GM5,GM6,GM7,GM8,GM9,GM10,GM11,GM12,GM13,GM14,GM15,GM16,GM17,GM18,GM19,GM20
-0.0001284362,0.00179245,2.9845e-06,0.0002272307,-4.40925e-05,0.000127256,0.005507954,-0.0002624686,-0.002119809,0.001969116,0.002059546,-0.000900067,-0.002412376,0.00629133,-0.002809108,0.000277325,0.006555551,-0.0003834461,-0.00104956,-0.003177779
0.00034667,0.001787383,3.4188e-06,0.0002271666,-4.40223e-05,0.0001268514,0.003452406,-0.0002507519,-0.002122803,0.001922194,0.002059033,-0.000888742,-0.002847127,0.006589248,-0.002788593,0.0002749916,0.02906315,-0.000360885,-0.001666559,-0.009525995
-0.0001125596,0.001784046,3.1665e-06,0.0002274397,-4.34666e-05,0.000126282,0.001208311,-0.0002428478,-0.002134552,0.001892566,0.00205865,-0.0008831548,-0.002051047,0.005859576,-0.002802212,0.0002738694,0.03474918,-0.0003375033,-0.0005276005,-0.006652438
0.0003395829,0.001777774,2.9768e-06,0.0002273495,-4.32142e-05,0.0001256825,0.0004599329,-0.0002316776,-0.002149398,0.001883994,0.002058376,-0.0008745603,-0.0003547412,0.004067753,-0.002772716,0.0002751057,0.0246245,-0.0003160246,0.001784217,0.008246872
-5.73075e-05,0.001769308,3.1216e-06,0.0002268201,-4.31104e-05,0.0001257366,-0.0002884482,-0.0002144888,-0.002163403,0.001879435,0.002058199,-0.0008588486,0.001961368,0.00148606,-0.002558304,0.000278829,0.01827393,-0.0003115955,0.00335082,0.02222507
0.0003453194,0.001763109,3.0204e-06,0.0002269099,-4.29122e-05,0.0001262349,-0.001066832,-0.0001936609,-0.002175423,0.001876384,0.002058144,-0.0008387685,0.003848681,-0.001295692,-0.00222228,0.0002830147,0.005974696,-0.0003293976,0.003260385,0.01841239
-6.11949e-05,0.001758843,3.0747e-06,0.0002272281,-4.32184e-05,0.0001263622,-0.001865265,-0.0001718116,-0.002168148,0.001884101,0.002058197,-0.0008183639,0.004400979,-0.00351709,-0.001860725,0.0002851756,-0.03094541,-0.0003418966,0.002339562,0.01498827
0.0003509876,0.001754289,3.1947e-06,0.000227223,-4.38929e-05,0.0001262656,-0.002894992,-0.0001490684,-0.002136311,0.001904433,0.00205837,-0.0008073078,0.004244215,-0.004637075,-0.001670989,0.0002844251,-0.04003575,-0.0003463164,0.001087414,0.01088582
-3.90813e-05,0.001746148,3.0535e-06,0.0002269056,-4.40373e-05,0.0001257783,-0.004079108,-0.0001241968,-0.002098858,0.001941224,0.002058639,-0.0008096744,0.004374961,-0.004271214,-0.001891165,0.0002822138,-0.0075324,-0.0003669533,-0.0002804063,-0.001766325
0.0003559196,0.001736981,2.9025e-06,0.0002265364,-4.34532e-05,0.0001246934,-0.005263226,-9.63625e-05,-0.002067185,0.002007751,0.002059008,-0.0008131686,0.004589656,-0.002334581,-0.002326923,0.0002804444,0.001153164,-0.0003864409,-0.0004615346,-0.01408089
-1.37297e-05,0.001731132,2.9719e-06,0.0002264765,-4.30126e-05,0.0001236596,-0.006447346,-6.58749e-05,-0.002040761,0.002077724,0.002059482,-0.0008105612,0.004384454,0.001019224,-0.002512823,0.0002800378,0.01209678,-0.0003777629,-9.24e-08,-0.02046931
0.0003858452,0.00172453,2.7479e-06,0.0002262933,-4.26983e-05,0.0001227641,-0.007631469,-4.96277e-05,-0.002045959,0.002113769,0.002060054,-0.0008054813,0.00348118,0.005325657,-0.001861762,0.0002815726,0.02972696,-0.000349882,-0.0008871328,-0.02400687
3.695e-06,0.00171862,2.2807e-06,0.0002259092,-4.19242e-05,0.0001236259,-0.008815593,-8.64272e-05,-0.002090744,0.002116197,0.002060725,-0.0008030714,0.00164774,0.009619038,-0.001055226,0.0002844833,0.04174214,-0.0003009465,-0.002794429,-0.0313858
0.0003820713,0.001713271,2.3703e-06,0.0002264393,-4.16978e-05,0.0001251858,-0.009999719,-0.0001546392,-0.002143301,0.002102954,0.002061479,-0.0008038019,-0.0006022488,0.01248749,-0.001320812,0.0002868627,0.04494523,-0.0002251203,-0.003838905,-0.03045075
2.89079e-05,0.001702576,3.3461e-06,0.0002267543,-4.35215e-05,0.0001241268,-0.01158939,-0.0002146364,-0.002155523,0.002055009,0.00206232,-0.0008050037,-0.002985756,0.01266183,-0.002465797,0.0002870845,0.03227421,-0.0001601869,-0.005224966,-0.02095488
0.000383728,0.001689115,4.1158e-06,0.0002259218,-4.43549e-05,0.0001224793,-0.01287876,-0.0002627827,-0.002093255,0.001976823,0.002063238,-0.0007941742,-0.004925955,0.009926767,-0.003428292,0.0002853529,0.03984882,-0.0001279934,-0.007005276,-0.001979183
6.48447e-05,0.001679422,4.0363e-06,0.0002260124,-4.31074e-05,0.0001232131,-0.01416914,-0.0003172779,-0.002003426,0.001888666,0.002064231,-0.0007586588,-0.006171819,0.005257265,-0.00303954,0.0002824891,0.02626696,-8.22103e-05,-0.006718132,0.02153445
0.0003880612,0.001670991,2.9404e-06,0.0002263498,-4.23282e-05,0.0001236053,-0.01491807,-0.0003876289,-0.00193199,0.001767183,0.002065281,-0.0007145944,-0.006620598,0.0004903948,-0.001888805,0.0002798409,-0.02913301,-9.9627e-06,-0.002666319,0.02758565
8.00343e-05,0.001662549,2.7475e-06,0.0002263307,-4.29463e-05,0.0001222576,-0.01566597,-0.0004635136,-0.001875553,0.001623734,0.002066395,-0.00068828,-0.005592207,-0.002835588,-0.0006624499,0.000279574,-0.0805041,6.97126e-05,0.003668593,0.01948021
0.0004140087,0.001658933,3.6556e-06,0.0002251276,-4.36366e-05,0.0001214728,-0.01800464,-0.0005304799,-0.001833462,0.001535909,0.002067544,-0.0007032284,-0.003368822,-0.0041503,0.0003233641,0.0002835512,-0.1061799,0.000136579,0.00991426,0.0034881
9.32304e-05,0.001656978,3.8349e-06,0.0002240194,-4.35196e-05,0.0001223883,-0.01980285,-0.0005477401,-0.001854279,0.001540546,0.002068753,-0.0007340565,-0.0005734121,-0.003682989,0.0007056502,0.0002906211,-0.1001173,0.0001857672,0.01313169,-0.001272838
0.0004233715,0.00165004,3.1361e-06,0.0002256187,-4.24828e-05,0.0001232339,-0.02028156,-0.0004193289,-0.001920137,0.001646975,0.002069786,-0.0007511554,0.002850384,-0.002582437,0.0009432584,0.0002961083,-0.05606066,0.0002869293,0.01115216,0.006601942
0.0001185606,0.001640433,2.3602e-06,0.0002269059,-4.24957e-05,0.0001213291,-0.02032996,-0.0002110838,-0.001980649,0.001813915,0.002069198,-0.0007568446,0.006442301,-0.0018794,0.001142634,0.0002957168,0.005319151,0.000419798,0.007258432,0.01747446
0.0004586837,0.001634672,2.8356e-06,0.0002257362,-4.35629e-05,0.0001181831,-0.02005815,-3.47937e-05,-0.002023952,0.001987709,0.002066753,-0.0007671279,0.00995169,-0.001952464,0.001102166,0.0002903968,0.0808797,0.0004896434,0.00527741,0.02704235
9.982e-05,0.001632142,4.2664e-06,0.0002247968,-4.40056e-05,0.0001188761,-0.01930607,5.70741e-05,-0.002045248,0.002078504,0.002064078,-0.0007879188,0.01363057,-0.002820789,0.0007759548,0.0002865434,0.1131289,0.0004940827,0.005756928,0.02844205
0.0004527649,0.001631067,4.2118e-06,0.0002246813,-4.37257e-05,0.0001218225,-0.01855501,8.90104e-05,-0.002000523,0.002075677,0.002061944,-0.0008137751,0.01690165,-0.004121236,0.0003548506,0.0002908024,0.1043613,0.0004328906,0.008212989,0.01694686
0.0001518235,0.001625824,2.2514e-06,0.0002243964,-4.33021e-05,0.0001225759,-0.01811293,0.0001440005,-0.001913159,0.002011381,0.002059888,-0.0008390189,0.01858907,-0.005436114,-6.96641e-05,0.000302136,0.08047269,0.0003543501,0.01000775,-0.002150434
0.0004711008,0.001616889,1.288e-06,0.0002245311,-4.19823e-05,0.0001210949,-0.01771163,0.0002450334,-0.001827176,0.001962103,0.002057333,-0.0008647006,0.0188107,-0.006570009,-0.000480334,0.000309206,0.06059377,0.0003013465,0.008206011,-0.003450807
9.9925e-05,0.001612082,2.3418e-06,0.0002244908,-4.15692e-05,0.0001201913,-0.01598573,0.0003575509,-0.001697047,0.001955746,0.002054329,-0.0008933361,0.01793515,-0.007218235,-0.0009170133,0.0003011,0.04084467,0.0002368126,0.002164066,0.01435644
0.0004524615,0.001606798,2.713e-06,0.0002243836,-4.25887e-05,0.0001198405,-0.01337778,0.0004536577,-0.001556887,0.001995086,0.002051239,-0.0009240076,0.01670136,-0.006810476,-0.00141734,0.000278396,0.01218629,0.0001779216,-0.004876049,0.01943404
0.0001462873,0.001602524,2.6366e-06,0.0002236503,-4.35271e-05,0.0001187433,-0.0107688,0.0005332047,-0.001611529,0.002054235,0.00204822,-0.0009199923,0.01533084,-0.00470686,-0.00200674,0.0002515992,-0.03853525,0.0001268781,-0.008798846,0.008526171
0.0004341769,0.00160232,3.266e-06,0.0002226743,-4.37015e-05,0.0001175494,-0.00772564,0.0005319568,-0.001821189,0.002127925,0.002045232,-0.0008410039,0.01310969,-0.0003596421,-0.002474193,0.0002358991,-0.07495874,4.36751e-05,-0.007846802,-0.007495005
0.000206287,0.001603122,3.7309e-06,0.0002240102,-4.22167e-05,0.0001181017,-0.004574082,0.000283286,-0.0020247,0.002192757,0.002042155,-0.0007386581,0.01074924,0.00626204,-0.002400981,0.0002471988,-0.1140023,-2.4587e-05,-0.003365086,-0.03882438
0.0004471344,0.001595466,3.2245e-06,0.000225808,-4.17583e-05,0.0001189078,-0.002462535,-0.0001555622,-0.00224129,0.002216528,0.002038992,-0.0006588679,0.007986112,0.01433663,-0.00191066,0.0002805345,-0.1228269,-2.44485e-05,0.004174029,-0.05802497
0.0001472075,0.001582342,2.3564e-06,0.0002256859,-4.3907e-05,0.0001155011,-0.001260965,-0.0005093749,-0.002499624,0.002128721,0.002035767,-0.0005927043,0.004609972,0.0216572,-0.001336366,0.0003140652,-0.06591415,-1.329e-06,0.01158581,-0.05723871
0.0004806984,0.001566503,2.9129e-06,0.0002241246,-4.53505e-05,0.0001133309,-0.001539423,-0.0004359775,-0.002663432,0.00195996,0.002032474,-0.0005143678,0.001349606,0.0252667,-0.0006975062,0.0003360857,-0.01907821,-3.37344e-05,0.01703161,-0.0306679
0.0002097046,0.001548944,4.171e-06,0.0002231511,-4.38719e-05,0.0001168336,-0.002437912,0.0001076601,-0.002606436,0.001766384,0.002029141,-0.0004173961,-0.001315551,0.02348883,-2.26615e-05,0.0003438211,0.02898662,-4.56287e-05,0.01912978,-0.002769102
0.0004335302,0.001538527,3.612e-06,0.0002235481,-4.12861e-05,0.0001193861,-0.003336372,0.0007842955,-0.002325234,0.001637855,0.002025738,-0.0003119696,-0.001400318,0.01810284,0.0005654246,0.000339174,0.07611073,3.93676e-05,0.01846298,0.02738591
0.0001988106,0.001529544,2.6693e-06,0.0002238445,-4.1922e-05,0.000116761,-0.002737586,0.001229399,-0.001919471,0.00160603,0.00202227,-0.0002252064,0.00219433,0.01201097,0.0008091295,0.0003317001,0.09129936,0.0002186741,0.01470467,0.05471547
0.0004908381,0.001520499,3.8439e-06,0.0002234418,-4.5236e-05,0.0001154954,-0.002138802,0.000993384,-0.00151606,0.001596055,0.002018743,-0.0002972212,0.006244537,0.007288133,0.0009476832,0.0003335154,0.09797065,0.0004076933,0.008096935,0.06118702
0.0002123032,0.001515427,5.4197e-06,0.0002228833,-4.61273e-05,0.0001180683,-0.001540061,1.67758e-05,-0.00128933,0.001541597,0.002015141,-0.0005267725,0.008083595,0.004079387,0.001013107,0.0003474945,0.09041987,0.000591885,0.0001013883,0.03824377
0.0004316485,0.001514594,5.1393e-06,0.0002219904,-4.33075e-05,0.0001171928,-0.0009413024,-0.001129079,-0.001295279,0.001434229,0.002011464,-0.0007511683,0.008483716,0.00101769,0.0007595684,0.0003671458,0.05635219,0.000759012,-0.007870513,0.002152685
0.0001912266,0.001513882,4.0903e-06,0.0002201449,-4.21136e-05,0.000113494,-0.0003425561,-0.001786615,-0.001545951,0.001372009,0.002007719,-0.0009106797,0.009665013,-0.002919467,0.000183755,0.0003788045,0.003234356,0.0008317147,-0.01418154,-0.01023466
0.0005168207,0.001509353,2.5968e-06,0.0002205014,-4.27641e-05,0.0001128719,0.000256198,-0.001167058,-0.001849403,0.001427508,0.002003886,-0.001058318,0.01310351,-0.007307485,-0.00069849,0.0003650146,-0.04257612,0.0008196903,-0.01721327,-0.0168468
0.0002112575,0.001499041,2.262e-06,0.0002224248,-4.26993e-05,0.000114972,0.0008549807,0.0003436252,-0.002031732,0.001601101,0.001999988,-0.001215233,0.01832285,-0.01067515,-0.001778783,0.0003178363,-0.06187203,0.0006851847,-0.01719888,-0.01727778
0.0004841882,0.001492357,3.2877e-06,0.000221626,-4.30178e-05,0.0001159986,0.001550929,0.001631859,-0.002019206,0.001788349,0.001996006,-0.001351037,0.02483528,-0.01190997,-0.002638863,0.0002502127,-0.07470382,0.0004559486,-0.01335493,-0.0194428
0.0002514133,0.001491376,4.2679e-06,0.0002223057,-4.20263e-05,0.000114305,0.00134412,0.002005864,-0.001945075,0.001879128,0.001991952,-0.001418448,0.03154308,-0.01147373,-0.002530153,0.0001871534,-0.07567791,0.0002658463,-0.004879262,-0.002112596
0.0005123101,0.001488176,4.7019e-06,0.0002245677,-4.11312e-05,0.0001122539,0.00113731,0.0008708578,-0.001941392,0.001841855,0.001987824,-0.001436385,0.03695178,-0.01010041,-0.001528282,0.0001476937,-0.02792299,0.000207725,0.005246298,0.03361735
0.0002438095,0.001485088,4.7182e-06,0.0002246462,-4.09071e-05,0.0001126455,0.0009304969,-0.0007664226,-0.001998112,0.001719506,0.001983595,-0.001442712,0.03900147,-0.00834158,-0.0003333204,0.0001494972,0.01099356,0.0003178319,0.01085832,0.03796085
