GM1,GM2,GM3,GM4,GM5,GM6,GM7,GM8,GM9,GM10,GM11,GM12,GM13,GM14,GM15,GM16,GM17,GM18,GM19,GM20
-0.04332925,0.1304852,5.85683e-05,3.8851e-06,0.0001314587,-0.0002163191,0.01273664,-0.03362505,-0.02359739,-0.03751272,-0.01676234,-0.0642182,-0.02150889,-0.04349531,-0.000982409,0.0499486,-0.02048451,-0.05121671,0,0
-0.04588435,0.1314301,9.5373e-06,1.66593e-05,8.68603e-05,-0.000181825,0.01439952,-0.02404816,-0.03029315,-0.03779992,-0.02201215,-0.07184606,-0.02374977,-0.04960855,-0.001353984,0.04482287,-0.01009779,-0.04324139,0,0
-0.0498738,0.1291954,-2.94267e-05,-9.5119e-06,2.65935e-05,-0.0002473074,0.01585337,-0.0142112,-0.03660013,-0.03827654,-0.01814307,-0.07599731,-0.02463866,-0.05552886,-0.001673276,0.04117458,0.0208142,-0.0366981,0,0
-0.05193892,0.1267591,-6.78426e-05,7.79408e-05,0.0001900704,-0.0002276645,0.01731537,-0.00232475,-0.04075913,-0.03841318,-0.007896169,-0.076689,-0.02499475,-0.06063784,-0.001924176,0.0363831,0.03829925,-0.03096073,0,0
-0.05462692,0.1272232,-0.0001207027,0.0001964681,0.0004267952,-5.52208e-05,0.01826548,0.01182392,-0.04276216,-0.03790582,0.004136372,-0.07474478,-0.02647712,-0.06459215,-0.002125254,0.02936594,0.03175792,-0.02657926,0,0
-0.0565908,0.1292189,-6.81555e-05,0.0001958748,0.0003718729,-1.30179e-05,0.01933489,0.02739832,-0.04364907,-0.0369583,0.01501229,-0.06756195,-0.02810008,-0.06709998,-0.002294535,0.02135561,0.03684752,-0.02401017,0,0
-0.05761389,0.1296581,5.7247e-06,7.52127e-05,0.0001009263,-0.000174016,0.01878499,0.04341886,-0.04385494,-0.03563531,0.0228866,-0.05638636,-0.02738267,-0.0680488,-0.002441928,0.01443962,0.03933662,-0.02194754,0,0
-0.05991494,0.1287402,5.04945e-05,2.12005e-05,2.02718e-05,-0.0002578008,0.01823407,0.05868486,-0.04248015,-0.0342041,0.02624097,-0.04208755,-0.02703689,-0.0673316,-0.002563949,0.009922646,0.03426238,-0.01915958,0,0
-0.06039681,0.1282419,3.54761e-05,6.32453e-05,0.0001560937,-0.0001744174,0.01716208,0.07006401,-0.03871956,-0.03295199,0.02698819,-0.02529062,-0.02789629,-0.06474942,-0.002660051,0.008814274,0.02305783,-0.01714688,0,0
-0.06064669,0.1274301,-9.2786e-06,6.80547e-05,0.0002686416,-0.0001207176,0.01609111,0.07548992,-0.03396272,-0.03200654,0.02666468,-0.007894821,-0.02720212,-0.06031321,-0.002730509,0.01258012,0.006637074,-0.01679904,0,0
-0.06301904,0.1243648,-1.20281e-05,6.91064e-05,0.0002313545,-0.00016141,0.01501912,0.07661993,-0.02979316,-0.03122736,0.02567129,0.008208466,-0.02618881,-0.05432904,-0.002786262,0.0210825,-0.01150495,-0.01609131,0,0
-0.0644355,0.1197579,5.34357e-05,0.0001198829,0.0001785675,-0.0001758553,0.01394713,0.07679346,-0.02684525,-0.0298945,0.02269045,0.02268722,-0.02654504,-0.04710924,-0.002830206,0.03137326,-0.01059636,-0.0145855,0,0
-0.06488733,0.1164885,9.40045e-05,0.0001283767,0.0001905462,-0.0001703703,0.01287616,0.07621576,-0.02446875,-0.02787392,0.01551894,0.03575665,-0.02810791,-0.03922853,-0.002865671,0.04026948,0.00190645,-0.0139207,0,0
-0.06604515,0.1160744,5.26463e-05,5.44564e-05,0.0002044207,-0.0001767775,0.01180416,0.07373945,-0.0220357,-0.02524786,0.005111508,0.04677386,-0.02857739,-0.03144237,-0.002889867,0.04662351,0.00134308,-0.01404082,0,0
-0.06736127,0.1174693,-1.28665e-05,1.05386e-05,0.0001449713,-0.000184099,0.01073217,0.06946908,-0.01906782,-0.02194481,-0.006336268,0.0530707,-0.02677824,-0.02430938,-0.002905767,0.05108429,-0.0001046641,-0.01314536,0,0
-0.06885312,0.1185097,-7.2033e-06,1.34915e-05,6.50312e-05,-0.0002094816,0.01012619,0.06556694,-0.01558394,-0.01793692,-0.01850952,0.05246883,-0.02563245,-0.01824407,-0.00291325,0.05452039,-0.005581216,-0.01138094,0,0
-0.07173388,0.1184273,3.87602e-05,5.80375e-05,0.0001061086,-0.0001925606,0.009449438,0.06305039,-0.01153166,-0.01352691,-0.03020599,0.04663315,-0.02614973,-0.01385869,-0.002916849,0.0568541,-0.007216935,-0.009526227,0,0
-0.07294241,0.1185341,4.51176e-05,9.41952e-05,0.0001833559,-0.0001171306,0.008772689,0.0612384,-0.00731649,-0.009286908,-0.0401735,0.03791681,-0.02559269,-0.0112172,-0.002912904,0.05676099,-0.01010045,-0.006982902,0,0
-0.07333159,0.1189038,-4.3955e-06,8.86963e-05,0.0001857286,-8.45321e-05,0.008095939,0.05865511,-0.003687287,-0.006075131,-0.0477575,0.0260913,-0.02349334,-0.0102377,-0.002889431,0.05378828,-0.005468926,-0.003257779,0,0
-0.07661912,0.1172241,-2.75376e-05,8.22176e-05,0.0001591617,-0.0001279144,0.00741919,0.05519839,-0.002263812,-0.004008537,-0.05151718,0.0116383,-0.02149688,-0.01066129,-0.002841162,0.04975794,0.002443216,0.001227846,0,0
-0.08002915,0.1132658,2.1915e-06,8.38299e-05,0.0001704684,-0.0002255189,0.00674244,0.05169997,-0.003873619,-0.003047177,-0.04775906,-0.003044634,-0.01922948,-0.01209548,-0.002792742,0.04683488,0.01538111,0.00581,0,0
-0.07954515,0.1113941,5.97369e-05,0.0001089325,0.000173373,-0.000292995,0.00606569,0.04859744,-0.007583613,-0.003176531,-0.03668312,-0.01711388,-0.01731808,-0.01415499,-0.002753386,0.0453671,0.02428536,0.01071242,0,0
-0.0790699,0.1145109,3.46409e-05,0.0001086637,0.0001660409,-0.0002336787,0.006584762,0.04641053,-0.0121941,-0.004541473,-0.02081185,-0.03169471,-0.01628271,-0.01642726,-0.002720248,0.04442305,0.02212292,0.0159004,0,0
-0.07792521,0.1184171,-2.38835e-05,6.88217e-05,0.0001819418,-0.0001977279,0.00740261,0.04572711,-0.01666508,-0.006869582,-0.001169875,-0.04428358,-0.01527363,-0.01827949,-0.002691392,0.04204782,0.01389321,0.0212243,0,0
-0.07556192,0.1179182,1.7345e-05,4.95929e-05,0.0001465645,-0.0001936566,0.008854518,0.04612702,-0.01929851,-0.00944576,0.0207135,-0.05337925,-0.01459411,-0.01893072,-0.002666538,0.0364762,0.01081513,0.02675525,0,0
-0.07533495,0.1146815,4.26515e-05,7.28095e-05,7.44882e-05,-0.0001528022,0.0107292,0.04652323,-0.01990244,-0.01169048,0.04129701,-0.05819582,-0.01385185,-0.01778795,-0.002643736,0.02824611,0.002341458,0.03141814,0,0
-0.07332643,0.1132907,-7.4457e-06,9.64952e-05,8.80935e-05,-0.0001355766,0.01260419,0.04580617,-0.01931743,-0.01292699,0.05548973,-0.06023361,-0.01210152,-0.01504744,-0.002621251,0.019414,-0.007096804,0.03455804,0,0
-0.06825424,0.1143102,-6.87738e-05,7.50767e-05,0.0001351876,-0.0001570075,0.01447918,0.04456748,-0.01812922,-0.01319437,0.06027186,-0.05780077,-0.0102204,-0.01148831,-0.002597737,0.0130316,-0.007553897,0.03717322,0,0
-0.06334432,0.1156666,-6.60719e-05,5.22521e-05,0.0001799091,-0.0001368198,0.01635315,0.04401243,-0.01618581,-0.01225424,0.05758694,-0.04825885,-0.008877716,-0.007691466,-0.002574128,0.01071628,0.004085699,0.03993666,0,0
-0.05868283,0.116396,-5.64299e-05,5.89965e-05,0.0002151899,-0.0001226486,0.01822813,0.04548835,-0.01291961,-0.01031945,0.05026101,-0.03464482,-0.007699866,-0.003744428,-0.00255204,0.01184433,0.008326522,0.04171586,0,0
-0.05591134,0.1169145,-6.13915e-05,7.91844e-05,0.000182691,-0.0001535847,0.02010312,0.04889092,-0.008064096,-0.007747875,0.03846063,-0.01951332,-0.006297382,0.0003784794,-0.002530039,0.01490347,0.01168201,0.04171285,0,0
-0.05344117,0.1179221,-5.00289e-05,7.07825e-05,-4.03639e-05,-0.0002275476,0.02221672,0.05352515,-0.002598302,-0.005309619,0.02179031,-0.0009807615,-0.005589266,0.004234849,-0.002503107,0.0181384,0.01732689,0.04020901,0,0
-0.04803046,0.1204029,-2.80128e-05,4.17631e-05,-0.0002286713,-0.0002112816,0.02366037,0.05801878,0.002556856,-0.003560651,0.004167844,0.02183459,-0.005076579,0.007195116,-0.002470269,0.02053591,0.0202078,0.03719116,0,0
-0.0427572,0.1254607,2.65798e-05,8.45303e-05,2.93607e-05,-3.91393e-05,0.02510504,0.06180404,0.007168064,-0.002858575,-0.01014661,0.04264515,-0.003415489,0.009040763,-0.00243217,0.02235774,0.01647981,0.03347481,0,0
-0.04033449,0.1324683,1.70609e-05,9.74667e-05,0.0001843452,-5.97957e-05,0.02654869,0.0640373,0.01090614,-0.003198409,-0.02121647,0.05938858,-0.001448806,0.01010281,-0.00238939,0.02427324,0.005466178,0.02942459,0,0
-0.0394321,0.1386667,-1.71157e-05,3.0679e-06,-4.1334e-06,-0.0003125437,0.02799335,0.06486628,0.01305764,-0.00428924,-0.03143925,0.07317757,-3.25097e-05,0.01063238,-0.002342237,0.02676756,-0.00291968,0.02449547,0,0
-0.03943889,0.142088,1.67767e-05,4.3576e-06,-9.503e-05,-0.0004109919,0.029437,0.06448931,0.01317681,-0.005489111,-0.041257,0.08282878,0.000236905,0.01029077,-0.002291097,0.03013544,-0.007058826,0.0191878,0,0
-0.03959972,0.1433547,4.01488e-05,9.98748e-05,-4.65128e-05,-0.000252364,0.03088167,0.0622647,0.01115222,-0.005711183,-0.04967196,0.08687756,-0.0002881951,0.008547433,-0.002236255,0.03421904,-0.01193387,0.01380688,0,0
-0.03970203,0.144185,1.376e-07,0.0001054771,-4.87806e-05,-0.0001506019,0.03232532,0.05696112,0.007800978,-0.005362635,-0.05558484,0.08526824,-0.000376752,0.005242854,-0.002178045,0.03817471,-0.01733877,0.008124624,0,0
-0.04160839,0.1455154,-8.8795e-06,3.86695e-05,3.4009e-05,-0.0001785462,0.03362519,0.04875085,0.004586622,-0.005410005,-0.0566715,0.07810443,-4.6067e-06,0.0009008152,-0.002116614,0.04117696,-0.02139263,0.002191942,0,0
-0.04331979,0.1464343,3.09263e-05,5.07088e-05,0.0001961735,-0.0001314839,0.03492507,0.03986608,0.002766394,-0.006828936,-0.05402502,0.06574706,0.0002239847,-0.003757322,-0.002052169,0.04287546,-0.02373333,-0.003315549,0,0
-0.04395292,0.1447304,7.6043e-05,0.0001147174,0.0002200735,-0.0001142678,0.03571711,0.03282864,0.003834911,-0.009756478,-0.0490962,0.04955518,0.0001584159,-0.008245305,-0.001985003,0.04269469,-0.01680316,-0.006698253,0,0
-0.04575977,0.1400816,6.06333e-05,0.0001306074,0.0001008176,-0.0002426451,0.03650814,0.02929636,0.008422132,-0.01408337,-0.04292869,0.03112821,4.69586e-05,-0.01232028,-0.001915343,0.04019188,-0.0118973,-0.008169126,0,0
-0.04611414,0.1351124,-2.6995e-06,0.0001047233,-1.31112e-05,-0.0003887392,0.0372747,0.02870101,0.01678899,-0.01844476,-0.03600478,0.008933712,9.38648e-05,-0.01587352,-0.001843254,0.03614403,-0.007884794,-0.01008076,0,0
-0.0460772,0.1311511,-4.15885e-05,0.0001122613,-1.60801e-05,-0.0003702656,0.03752426,0.02982254,0.02653702,-0.02161562,-0.02874874,-0.0141117,0.001040106,-0.01872367,-0.001768846,0.03220899,-0.0002021994,-0.01320454,0,0
-0.04692064,0.126248,-3.72203e-05,0.0001517187,-8.3385e-06,-0.0001746655,0.03777382,0.03173567,0.03552382,-0.02219939,-0.0214461,-0.03350014,0.002864809,-0.02033514,-0.001692183,0.03014584,0.002997813,-0.01621002,0,0
-0.04740021,0.119065,2.4086e-05,9.32306e-05,-3.35765e-05,-6.83237e-05,0.03778374,0.03405051,0.04246289,-0.02063543,-0.01422581,-0.04998179,0.003571459,-0.02002372,-0.001613358,0.03078395,-0.001409281,-0.01742806,0,0
-0.04771058,0.111508,4.20462e-05,9.0822e-06,-3.5013e-06,-8.28688e-05,0.03773351,0.03698998,0.04657037,-0.01678565,-0.007064423,-0.06832377,0.003632282,-0.01768167,-0.001532426,0.03311874,0.004409855,-0.01733162,0,0
-0.04918008,0.1053042,2.06601e-05,5.03269e-05,9.0082e-05,-9.54636e-05,0.03726213,0.04000473,0.04815592,-0.01028675,0.0002992985,-0.08182955,0.003358092,-0.01398345,-0.00144946,0.03519711,0.0106253,-0.01759936,0,0
-0.05156936,0.09832576,-1.7181e-06,7.19613e-05,0.0001440759,-9.79741e-05,0.03668471,0.04242274,0.04621165,-0.00142318,0.009892775,-0.08705185,0.003444431,-0.009801313,-0.001364518,0.03590378,0.01152519,-0.01759601,0,0
-0.05401107,0.08783316,-1.41025e-05,-5.6222e-06,9.90886e-05,-0.0001489616,0.03610218,0.04418688,0.04028907,0.00790099,0.02251669,-0.08532095,0.005394903,-0.005640595,-0.001277673,0.03556036,0.01432688,-0.01629975,0,0
-0.05404145,0.0752024,-1.08996e-05,3.3915e-06,6.60076e-05,-0.0002445826,0.03550232,0.04564161,0.03163155,0.0163839,0.03726976,-0.07832287,0.006664609,-0.001711564,-0.001188978,0.0350022,0.01559734,-0.01458972,0,0
-0.05422851,0.06378917,-2.91147e-05,0.000108387,7.25741e-05,-0.0002857737,0.0348219,0.04697653,0.0225585,0.02354942,0.05047824,-0.06526151,0.006965522,0.002078803,-0.001098488,0.03453268,0.01812419,-0.01341869,0,0
-0.05590641,0.05433036,-4.34577e-05,0.0001484367,3.39395e-05,-0.000225268,0.03342156,0.04808336,0.01330495,0.02958388,0.0587151,-0.04905654,0.008143588,0.005968716,-0.001006256,0.03407486,0.02182006,-0.01138543,0,0
-0.05506878,0.04529608,-4.15861e-05,7.52524e-05,-3.19648e-05,-0.000228373,0.03192129,0.04867965,0.004213584,0.03422705,0.06104053,-0.03165314,0.00911947,0.009993742,-0.000912338,0.03311377,0.01741245,-0.007396185,0,0
-0.05518046,0.03626817,-4.73959e-05,1.80354e-05,1.53006e-05,-0.0003081993,0.03184964,0.04809111,-0.002985262,0.0371695,0.058277,-0.01446765,0.009709212,0.01413152,-0.00081679,0.03047387,0.01324515,-0.00232463,0,0
-0.0542788,0.02858042,-5.63555e-05,0.0001059108,0.0001367749,-0.0002724228,0.031778,0.04635196,-0.007560807,0.0382693,0.05411224,-0.0002181515,0.01116559,0.01835571,-0.0007196687,0.02481547,0.01201269,0.003379603,0,0
-0.05041196,0.02326693,-1.42244e-05,0.0001459342,0.0001262993,-0.0002587472,0.03154116,0.04412291,-0.01024128,0.03828762,0.05101529,0.01121041,0.01207332,0.02260859,-0.0006210308,0.0163119,0.005056927,0.009696138,0,0
-0.04810103,0.0199399,7.8827e-05,4.43005e-05,-3.5214e-06,-0.0003665066,0.03064047,0.04188249,-0.01196282,0.03810764,0.05272278,0.02045535,0.01174957,0.02651176,-0.0005209337,0.00732952,-0.004522456,0.01546257,0,0
-0.04640713,0.01776622,8.82899e-05,8.4741e-06,2.87503e-05,-0.0003387653,0.03012015,0.03941815,-0.01341281,0.03862352,0.05987645,0.02806347,0.01316865,0.02980239,-0.0004194349,0.00056216,-0.01057475,0.02054725,0,0
-0.04372866,0.01673589,1.01748e-05,0.0001017713,0.0001924359,-0.0002071767,0.03075618,0.03551983,-0.01472542,0.03990427,0.06938118,0.03316529,0.01623355,0.03239548,-0.0003165922,-0.003307193,-0.01895297,0.02501065,0,0
-0.041364,0.01730944,2.53681e-05,0.0001289351,0.0002092759,-0.0001798454,0.03139223,0.03034258,-0.01563166,0.04154603,0.07945266,0.0356015,0.01801328,0.03450746,-0.0002124638,-0.005524294,-0.02838811,0.02871086,0,0
-0.03965963,0.01957576,8.56504e-05,2.78611e-05,8.31419e-05,-0.0002294322,0.03234947,0.02489502,-0.01615649,0.0431128,0.08763711,0.03574448,0.01961917,0.03668639,-0.0001071081,-0.007974805,-0.03164251,0.03230595,0,0
-0.03769392,0.02297723,5.80595e-05,3.38269e-05,-1.37889e-05,-0.0002569359,0.03339951,0.01920641,-0.01655445,0.04468495,0.09296608,0.03428104,0.02176205,0.03944362,0,-0.01158686,-0.03386119,0.03572242,0,0
-0.03396161,0.02685846,1.75938e-05,3.014e-05,2.5966e-06,-0.0002356697,0.03507871,0.01371045,-0.01643081,0.04655741,0.09412603,0.03153059,0.02386044,0.04266241,0,-0.0159024,-0.03077502,0.03822334,0,0
-0.03041101,0.03109034,9.745e-06,-3.08772e-05,0.0001101012,-0.0002189821,0.03787858,0.008790786,-0.0152374,0.04816021,0.09277636,0.02820473,0.02657553,0.04582134,0,-0.01994345,-0.02632741,0.0388203,0,0
-0.02745755,0.0357822,1.166e-07,5.36146e-05,0.0001754388,-0.0001988644,0.04056833,0.003358911,-0.0126599,0.04862999,0.09037266,0.02445401,0.02912771,0.04824528,0,-0.02446938,-0.01424498,0.0376389,0,0
-0.02460289,0.04030839,3.2858e-06,0.0001291622,0.0001098776,-0.0001479169,0.04401776,-0.002473468,-0.00902627,0.04802164,0.08700082,0.01968928,0.03031731,0.04950615,0,-0.0297202,-0.00309963,0.03592191,0,0
-0.02177002,0.0435713,3.57991e-05,9.92504e-05,9.62887e-05,-0.0001422665,0.047768,-0.007566585,-0.004277427,0.04664708,0.08222487,0.01397077,0.03126244,0.04931919,0,-0.03451381,0.001590487,0.03399769,0,0
-0.0194654,0.04602551,2.45965e-05,5.20535e-05,0.0001694258,-0.0002025534,0.05186496,-0.0105905,0.0009896181,0.04435173,0.0758532,0.007823525,0.03217662,0.04729975,0,-0.03821945,0.006862589,0.03092097,0,0
-0.01731131,0.04893635,3.262e-06,3.27521e-05,0.0002099064,-0.0002301701,0.05648299,-0.01058749,0.00611064,0.04257393,0.06714908,0.001680775,0.03219556,0.04363987,0,-0.04153718,0.009312633,0.02709083,0,0
-0.01489492,0.05179073,-3.526e-06,3.66316e-05,0.0002399355,-0.0002240124,0.06110101,-0.008047431,0.01090699,0.04243203,0.05602088,-0.004640315,0.03270021,0.03916236,0,-0.04535639,0.004936829,0.02299475,0,0
-0.01242171,0.05314093,-2.88913e-05,4.00117e-05,0.0002403366,-0.0001682096,0.06571904,-0.004933487,0.0154466,0.04357388,0.04475298,-0.01145122,0.03462851,0.0348023,0,-0.04945669,-0.001701585,0.01819476,0,0
-0.008365443,0.05253345,6.0819e-06,7.68389e-05,0.0002328732,-0.000167062,0.07033706,-0.002505357,0.01916562,0.04547569,0.03474621,-0.01793838,0.0365349,0.03131846,0,-0.05331409,-0.005341445,0.01198495,0,0
-0.006516211,0.04975169,1.60599e-05,9.69633e-05,0.0001691217,-0.0002708544,0.07495509,-0.002701921,0.02100813,0.04830189,0.02578028,-0.02338191,0.0364188,0.02912794,0,-0.05591272,-0.005796057,0.004938566,0,0
-0.005868708,0.04436193,-1.66235e-05,5.97072e-05,7.5191e-05,-0.0003488557,0.07957311,-0.00484814,0.01940696,0.05211019,0.01818875,-0.02753657,0.03464694,0.02844159,0,-0.05635753,0.003258656,-0.002527968,0,0
-0.004761192,0.0363632,3.61117e-05,3.38899e-05,8.83939e-05,-0.000285136,0.08419217,-0.007059334,0.01441142,0.05695795,0.01303234,-0.03038412,0.03375604,0.02930179,0,-0.05480342,0.00730313,-0.009557245,0,0
-0.00368857,0.02621501,7.21893e-05,3.47148e-05,0.0001770478,-0.0001780152,0.09039482,-0.00700842,0.007047029,0.06194807,0.01136633,-0.03192101,0.03285842,0.03148467,0,-0.05226772,0.006459173,-0.01611975,0,0
0.0006707089,0.01474495,2.69278e-05,7.7693e-05,0.0001535301,-0.0002070321,0.09502612,-0.004002904,-0.001613762,0.0664927,0.01168457,-0.03187453,0.03149779,0.03456979,0,-0.05002529,0.004408969,-0.02189481,0,0
0.004463268,0.003518843,-6.6369e-06,0.0001124837,3.05606e-05,-0.0002735897,0.0996574,0.001962213,-0.009339109,0.070354,0.01255137,-0.03067786,0.02999753,0.03819641,0,-0.04843657,0.006645011,-0.02634784,0,0
0.005648511,-0.005452202,-3.9584e-06,9.43363e-05,4.29532e-05,-0.0002622348,0.1042927,0.009068024,-0.01439496,0.07330185,0.01278363,-0.0283985,0.02927906,0.04191787,0,-0.04618907,0.01060042,-0.03082552,0,0
0.007999996,-0.01153868,-5.1028e-06,7.47331e-05,0.0001718575,-0.0001779065,0.108922,0.01622507,-0.01671151,0.07502673,0.01286523,-0.02573059,0.02896887,0.0450552,0,-0.03978765,0.008542586,-0.03618229,0,0
0.0103324,-0.01623068,2.61727e-05,6.14669e-05,0.0001871154,-0.0001631203,0.1135513,0.02197879,-0.01767067,0.07621182,0.01417237,-0.02323947,0.02739235,0.04723774,0,-0.02618876,0.005037486,-0.04256227,0,0
0.01278158,-0.020559,-1.73767e-05,3.22892e-05,9.44632e-05,-0.000172146,0.1181805,0.02591808,-0.01796279,0.07716779,0.01687589,-0.02064926,0.02537731,0.04873212,0,-0.006401545,0.003912498,-0.04924683,0,0
0.0155744,-0.02293841,-6.52836e-05,5.0822e-06,3.357e-06,-0.0001566553,0.1228098,0.02909401,-0.01590062,0.07706361,0.02010779,-0.01779308,0.02322349,0.04932336,0,0.01416819,0.001353866,-0.05615348,0,0
0.0177435,-0.02151241,3.947e-06,1.065e-07,3.79824e-05,-0.0001328933,0.125216,0.03230361,-0.01121917,0.07553849,0.02255422,-0.01510637,0.02090419,0.04861467,0,0.02874265,0.001172819,-0.06388809,0,0
0.02008827,-0.01754355,2.26029e-05,5.20768e-05,0.0001669135,-0.0001494198,0.127612,0.03546385,-0.006644665,0.07222771,0.02404953,-0.01295574,0.01827335,0.04645525,0,0.03480742,0.004300374,-0.07283722,0,0
0.023341,-0.01388283,-1.17553e-05,0.0001291854,0.0001908024,-0.0002060468,0.1300082,0.03784227,-0.0040748,0.0674623,0.02488622,-0.01125038,0.01436402,0.04309597,0,0.03497766,0.004041825,-0.08136114,0,0
0.02670875,-0.01111665,1.54789e-05,8.40174e-05,0.0001321882,-0.0002082592,0.133016,0.03835076,-0.004311819,0.06194302,0.02467262,-0.009399417,0.01119407,0.03898073,0,0.03369183,0.003824903,-0.08824946,0,0
0.02853417,-0.007437068,5.33001e-05,-3.30499e-05,0.0001256658,-0.0001943861,0.1349532,0.03676892,-0.006579813,0.05689715,0.02312891,-0.007498565,0.007403921,0.03469792,0,0.03302967,0.003436472,-0.09333896,0,0
0.02978822,-0.00165731,3.61815e-05,-1.6556e-06,5.08802e-05,-0.000161484,0.1366559,0.03372924,-0.009624666,0.05232689,0.02150835,-0.006383182,0.002464099,0.03062538,0,0.03088254,0.001600771,-0.09609063,0,0
0.03310981,0.005711285,2.19773e-05,9.9766e-05,-1.63189e-05,-9.3394e-05,0.1384605,0.03053178,-0.01126745,0.04755207,0.02099992,-0.006484755,-0.0005047067,0.02714888,0,0.02485183,-0.005166485,-0.09586877,0,0
0.03564812,0.01350885,2.88804e-05,0.0001261059,-3.73668e-05,-3.56595e-05,0.1409483,0.02871471,-0.01089779,0.04242059,0.02241955,-0.00796609,-0.003207053,0.02465353,0,0.01579766,-0.01523331,-0.09353376,0,0
0.03647107,0.0209942,-2.00728e-05,0.0001140023,-5.40834e-05,-5.66795e-05,0.1434974,0.02859949,-0.008375306,0.03719716,0.02462972,-0.01057029,-0.006966705,0.02331696,0,0.005412913,-0.02151484,-0.09030751,0,0
0.03788148,0.02852045,-0.0001207779,8.81824e-05,1.10105e-05,-0.0002004963,0.1457507,0.0288489,-0.00439376,0.03202874,0.02601967,-0.01421316,-0.01038567,0.02311693,0,-0.004812946,-0.02834395,-0.08486327,0,0
0.03934419,0.0368224,-0.0001294063,7.62506e-05,7.66405e-05,-0.0003325271,0.147851,0.02838855,0.0001202326,0.02703243,0.02461168,-0.01937215,-0.01372589,0.0235956,0,-0.01457067,-0.03201067,-0.07611449,0,0
0.04029926,0.04551395,-2.76546e-05,8.11626e-05,0.0001690359,-0.000222133,0.1495129,0.02681468,0.003091878,0.02220135,0.02064407,-0.02549193,-0.01567649,0.02404017,0,-0.0247742,-0.03378119,-0.06485591,0,0
0.04038617,0.0535747,8.01101e-05,8.36796e-05,0.0002278837,-8.43301e-05,0.1487071,0.02510556,0.003897813,0.01729364,0.01516971,-0.03182229,-0.01798319,0.02400998,0,-0.03579342,-0.0267938,-0.05211417,0,0
0.04080289,0.06079533,6.89388e-05,6.62692e-05,0.000204126,-0.000124777,0.1479114,0.02432891,0.002155848,0.01264038,0.008612081,-0.03823038,-0.02090878,0.02359631,0,-0.04581261,-0.01134189,-0.03856269,0,0
0.04101704,0.06679225,-5.25893e-05,4.46182e-05,0.0001839966,-0.0002181933,0.147799,0.02556939,-0.00130885,0.008752023,0.001335402,-0.04435009,-0.02260704,0.02293759,0,-0.05372924,0.003537867,-0.02530603,0,0
0.04048714,0.06969204,-0.000110227,4.78746e-05,0.0001840925,-0.000189282,0.1476764,0.02829321,-0.005409477,0.004599629,-0.005576729,-0.04946799,-0.02401211,0.02200862,0,-0.05969699,0.003965884,-0.01436796,0,0
0.04009527,0.06917298,-4.38848e-05,6.43595e-05,0.0001486583,-0.0001449309,0.1479514,0.03140795,-0.009046801,-0.0005802879,-0.009941363,-0.05274034,-0.02660423,0.0204296,0,-0.06387562,-0.001863262,-0.006326898,0,0
0.03920422,0.06913899,-2.1514e-06,8.47361e-05,3.65012e-05,-0.0002046045,0.1488179,0.03262407,-0.01171629,-0.005999659,-0.01072835,-0.05400112,-0.02854205,0.01786577,0,-0.06609003,-0.002553859,-0.0005677311,0,0
0.03555641,0.07310781,-7.9227e-06,8.3441e-05,-3.67638e-05,-0.000252474,0.1491949,0.03077187,-0.01300987,-0.0110684,-0.0082806,-0.05319599,-0.02918584,0.01413538,0,-0.06590444,0.001363779,0.003290153,0,0
0.03239581,0.07877057,-1.22742e-05,9.82785e-05,6.31522e-05,-0.0001523133,0.1476243,0.0256007,-0.01237264,-0.01596071,-0.004605179,-0.0507037,-0.02927595,0.009366041,0,-0.06304793,-0.001693731,0.004973386,0,0
0.03047479,0.08089651,1.02132e-05,9.33492e-05,0.0001202401,-8.60043e-05,0.1460435,0.01934843,-0.009607614,-0.02068422,-0.00309531,-0.04683401,-0.03075307,0.004040565,0,-0.05830509,-0.00948806,0.004350515,0,0
0.02776884,0.0784873,-8.9272e-06,9.78236e-05,0.0001015462,-0.0001612607,0.1444729,0.01429416,-0.005516213,-0.02502241,-0.005304447,-0.04092826,-0.03292497,-0.001198265,0,-0.0532403,-0.01338703,0.001525046,0,0
0.02572742,0.07538215,-6.40307e-05,0.0001328479,9.94427e-05,-0.0002538263,0.1429022,0.01103378,-0.001218234,-0.02861282,-0.01185513,-0.03302172,-0.03448283,-0.005831865,0,-0.04935501,-0.01290035,-0.002425753,0,0
0.0243038,0.07380432,-4.90542e-05,0.000135341,0.0001296069,-0.0002451546,0.1413214,0.008700309,0.002770315,-0.03095433,-0.02180729,-0.02427178,-0.03563831,-0.009760625,0,-0.0472494,-0.003246571,-0.006583319,0,0
0.02275315,0.07160445,-7.2722e-06,0.0001009429,0.0001335398,-0.0001794186,0.1397508,0.006292388,0.006462163,-0.03198076,-0.03339968,-0.01391976,-0.03695573,-0.01306787,0,-0.04635234,0.002139883,-0.01159085,0,0
0.02146348,0.06810931,-4.4728e-06,8.12494e-05,0.0001080745,-0.0001518752,0.1378028,0.002873211,0.009943308,-0.03221961,-0.04595514,-1.24117e-05,-0.03846113,-0.01593457,0,-0.04557289,0.008904318,-0.01682948,0,0
0.02131447,0.06761395,-1.13723e-05,6.83628e-05,5.51587e-05,-0.0001787378,0.1359569,-0.001789247,0.01490487,-0.03192009,-0.05765194,0.01529912,-0.04000391,-0.01837189,0,-0.04413298,0.01197331,-0.02062211,0,0
